"tr_header","tr_header 2","tr_header 3","tr_header 4","tr_header 5","tr_header 6","table_infogrid","table_infogrid 2","table_infogrid 3","table_infogrid 4","table_infogrid 5","table_infogrid 6","table_infogrid 7","table_infogrid 8","table_infogrid 9","table_infogrid 10","table_infogrid 11","table_infogrid 12","table_infogrid 13","table_infogrid 14","table_infogrid 15","table_infogrid 16","table_infogrid 17","table_infogrid 18","table_infogrid_title","table_infogrid 19","table_infogrid 20","table_infogrid 21","table_infogrid 22","table_infogrid 23","table_infogrid 24","table_infogrid 25","table_infogrid 26","table_infogrid 27","table_infogrid 28","table_infogrid 29","tr_header 7"
"7057","Nevison, Stephanie","29","F","Mississauga","ON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAN"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:21:06","0:42:07","1:02:53","1:23:51","1:28:20","1:45:33","2:07:45","2:29:16","2:50:08","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:51","2:59:28","4020","256","214",""
"6414","Nyurgechova, Alexandra","36","F","Forest Hills","NY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:21:14","0:41:55","1:02:43","1:23:55","1:28:30","1:45:18","2:07:29","2:30:14","2:51:49","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:55","3:01:20","4487","311","259",""
"9265","Nagy, Angela","36","F","Overland Park","KS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:21:20","0:42:12","1:03:28","1:24:46","1:29:24","1:46:04","2:08:16","2:31:07","2:53:21","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:00","3:03:11","4871","381","314",""
"8590","Nyholm, Katherine","34","F","Somerville","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:21:23","0:42:57","1:04:26","1:26:08","1:30:48","1:48:03","2:10:37","2:33:12","2:55:10","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:03","3:04:55","5240","444","365",""
"11304","Netzly, Stephanie","31","F","Holland, Mi 49423","MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:21:30","0:42:43","1:03:58","1:25:19","1:29:57","1:46:42","2:08:14","2:30:23","2:54:23","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:06","3:05:57","5461","485","398",""
"8937","Neira, Angela","47","F","Houston","TX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:20:32","0:41:57","1:03:50","1:25:54","1:30:44","1:48:20","2:11:12","2:34:00","2:56:33","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:08","3:06:42","5630","530","25",""
"8029","Neustifter, Betsy","39","F","Middleville","MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:21:07","0:42:18","1:03:34","1:26:04","1:30:51","1:48:25","2:11:21","2:34:36","2:57:19","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:09","3:07:21","5779","563","461",""
"11011","Nano, Ana","37","F","Lima","PER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:51","0:44:52","1:06:50","1:28:54","1:33:43","1:50:57","2:13:36","2:36:35","2:59:30","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:15","3:09:50","6384","704","571",""
"10112","Norwood, Katherine","34","F","Brewer","ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:20:39","0:41:15","1:02:36","1:24:34","1:29:18","1:46:55","2:10:14","2:34:18","2:59:21","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:15","3:10:07","6442","726","589",""
"12279","Noll, Stephanie","27","F","Nashville","TN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:55","0:45:24","1:07:59","1:30:13","1:35:11","1:52:45","2:15:31","2:38:14","3:00:34","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:15","3:10:08","6444","727","590",""
"12332","Nye, Ellen","31","F","Cambridge","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:17","0:45:50","1:08:19","1:30:56","1:35:48","1:53:29","2:16:16","2:39:17","3:01:56","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:19","3:11:38","6806","841","678",""
"10511","Neel, Elizabeth","38","F","West Seneca","NY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:23","0:45:01","1:07:35","1:30:14","1:35:08","1:52:49","2:16:17","2:39:19","3:01:58","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:19","3:11:40","6812","844","680",""
"12803","Neria, Maya","30","F","Brooklyn","NY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:39","0:44:34","1:06:53","1:29:23","1:34:13","1:51:49","2:15:04","2:38:35","3:02:05","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:21","3:12:25","6986","910","734",""
"10735","Noordstar, Christina","46","F","Tierra Verde","FL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:07","0:45:30","1:07:59","1:30:39","1:35:31","1:53:10","2:16:36","2:40:22","3:03:09","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:23","3:13:20","7255","1004","49",""
"16170","Nicholson, Rebecca","40","F","St. John'S","NL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAN"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:21:47","0:43:26","1:05:34","1:28:30","1:33:29","1:51:33","2:15:34","2:39:55","3:03:58","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:25","3:14:23","7549","1095","143",""
"10020","Nabholz, Jane","23","F","Denver","CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:21:55","0:43:05","1:05:44","1:26:56","1:31:40","1:49:09","2:12:41","2:38:17","3:04:11","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:25","3:14:28","7574","1102","887",""
"13335","Norris, Sarah-Dawn","41","F","Ottawa","ON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAN"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:07","0:45:50","1:08:39","1:31:30","1:36:29","1:54:23","2:17:53","2:41:33","3:04:39","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:26","3:14:43","7648","1130","149",""
"10922","Navarre, Merilee","34","F","Denver","CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:04","0:45:01","1:07:10","1:29:46","1:34:44","1:52:31","2:16:13","2:40:30","3:04:36","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:28","3:15:39","7907","1226","977",""
"14788","Nolan, Taylor","25","F","Hoboken","NJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:05","0:45:31","1:08:08","1:31:10","1:36:12","1:54:15","2:17:49","2:41:47","3:05:48","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:29","3:16:09","8063","1279","1021",""
"14013","Norris, Lindsay","30","F","Fort Myers","FL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:12","0:48:11","1:11:50","1:35:32","1:40:33","1:58:56","2:22:36","2:45:26","3:06:54","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:29","3:16:10","8069","1282","1024",""
"11789","Novak, Casey","23","F","New York","NY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:35","0:46:08","1:08:45","1:31:40","1:36:39","1:54:45","2:18:35","2:42:45","3:06:51","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:31","3:16:57","8278","1366","1087",""
"13407","Northey, Brita","41","F","Houghton","MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:24","0:46:41","1:09:53","1:33:18","1:38:22","1:56:43","2:20:37","2:43:59","3:07:06","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:32","3:17:12","8358","1394","181",""
"14961","Nix, Carrie","37","F","Cheyenne","WY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:49","0:47:38","1:11:10","1:34:52","1:39:59","1:58:27","2:21:58","2:45:34","3:08:22","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:33","3:17:36","8496","1441","1141",""
"13141","Nasra, Karla","27","F","Brossard","QC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAN"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:42","0:44:58","1:07:22","1:30:19","1:35:17","1:53:21","2:16:58","2:41:32","3:06:50","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:34","3:18:12","8651","1508","1185",""
"14214","Nachreiner Mackesey, Erin","34","F","Brookfield","WI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:56","0:47:28","1:10:52","1:34:18","1:39:28","1:57:45","2:21:52","2:45:34","3:08:23","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:34","3:18:14","8661","1513","1189",""
"17260","Nilsson, Sanna","29","F","Stockholm","SWE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:32","0:48:42","1:12:31","1:36:24","1:41:34","2:00:03","2:23:41","2:46:53","3:09:05","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:36","3:19:00","8876","1597","1250",""
"12199","Niemeyer, Nikki","30","F","Akron","OH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:29","0:46:37","1:09:37","1:32:57","1:38:02","1:56:19","2:20:28","2:45:02","3:09:18","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:37","3:19:45","9116","1699","1321",""
"14582","Noble, Cristina","48","F","Brighton","MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:49","0:47:34","1:11:30","1:36:48","1:41:56","2:00:40","2:25:06","2:49:00","3:11:23","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:39","3:20:37","9346","1799","107",""
"10587","Nichols, Megan","23","F","Rochester Hills","MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:21:18","0:42:17","1:03:09","1:24:14","1:28:55","1:46:04","2:15:00","2:41:25","3:09:34","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:40","3:20:59","9448","1843","1418",""
"17033","Neal, Adrienne","40","F","College Station","TX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:07","0:47:12","1:10:13","1:33:08","1:38:09","1:56:04","2:20:48","2:45:15","3:09:58","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:40","3:21:03","9459","1849","266",""
"9388","Notter, Josondra","37","F","Bingham Farms","MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:42","0:47:20","1:11:00","1:34:43","1:39:46","1:58:14","2:22:26","2:46:47","3:10:52","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:41","3:21:09","9486","1862","1434",""
"11693","Norris, Isabel","32","F","Brighton","GBR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:38","0:45:11","1:07:57","1:31:27","1:36:30","1:55:03","2:19:33","2:44:55","3:10:19","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:42","3:21:56","9698","1966","1503",""
"13347","Nayak, Deepa","34","F","Bangalore","IND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:36","0:45:02","1:07:50","1:30:54","1:35:53","1:54:11","2:18:27","2:44:00","3:10:00","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:44","3:22:40","9938","2066","1568",""
"15562","Northeast, Rhiannon","29","F","Maidenhead","GBR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:53","0:47:12","1:10:36","1:33:57","1:39:04","1:57:30","2:21:56","2:47:07","3:12:07","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:44","3:22:47","9983","2088","1580",""
"17806","Nierva, Katherine","40","F","Phoenix","AZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:40","0:48:55","1:13:18","1:37:32","1:42:45","2:01:29","2:25:43","2:50:04","3:13:30","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:46","3:23:28","10177","2187","327",""
"14354","Niles, Ashley","39","F","Niwot","CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:58","0:45:48","1:09:11","1:33:18","1:38:32","1:57:45","2:22:35","2:48:07","3:12:53","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:46","3:23:33","10212","2204","1659",""
"9786","Noble, Emily","43","F","Athens","GA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:31","0:49:02","1:13:33","1:38:02","1:43:16","2:02:10","2:25:42","2:49:23","3:12:17","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:46","3:23:36","10225","2210","329",""
"16628","Nedley, Felecia","50","F","Fresno","CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:46","0:47:15","1:10:53","1:34:32","1:39:38","1:58:06","2:22:39","2:48:12","3:12:39","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:47","3:23:44","10274","2237","54",""
"19947","Nuñez Ramirez, Paulina","41","F","Santiago","CHI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:25:05","0:48:43","1:12:32","1:36:20","1:41:29","2:00:01","2:24:28","2:49:00","3:13:02","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:47","3:23:47","10289","2240","336",""
"15151","Najimy, Alice","23","F","Brookline","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:17","0:46:40","1:09:31","1:32:52","1:37:57","1:56:21","2:20:24","2:45:13","3:12:05","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:48","3:24:10","10397","2295","1715",""
"17394","Nascimento, Evelise","47","F","Passo Fundo","BRA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:00","0:47:25","1:11:34","1:36:00","1:41:13","2:00:10","2:24:57","2:50:07","3:14:32","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:50","3:25:05","10671","2427","173",""
"14670","Nettik, Jenni","44","F","Denver","CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:55","0:48:19","1:12:26","1:38:11","1:43:20","2:02:18","2:26:51","2:51:08","3:15:39","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:50","3:25:27","10796","2495","381",""
"17829","Nadeau, Marie-Josée","44","F","Québec","QC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAN"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:49","0:46:58","1:10:14","1:33:55","1:39:02","1:57:51","2:22:52","2:48:48","3:14:25","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:51","3:25:40","10866","2530","389",""
"17821","Nielsen, Alice","47","F","Portland","OR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:04","0:47:38","1:11:27","1:35:42","1:40:52","2:00:12","2:25:31","2:50:52","3:15:23","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:52","3:25:55","10936","2561","195",""
"12843","Nomland, Erin","36","F","Oley","PA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:06","0:45:55","1:09:28","1:33:40","1:38:58","1:57:53","2:22:59","2:48:23","3:14:55","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:52","3:25:57","10949","2567","1877",""
"16421","Nardelli, Schuyler","30","F","Washington","DC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:20","0:45:31","1:09:03","1:33:05","1:38:18","1:57:28","2:22:56","2:48:45","3:14:31","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:52","3:26:02","10973","2579","1883",""
"16720","Nichols, Katarina","24","F","Fairport","NY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:32","0:47:09","1:11:07","1:35:19","1:40:26","1:59:13","2:24:02","2:49:34","3:15:25","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:54","3:26:46","11211","2699","1946",""
"16689","Napiwocki, Margaret","31","F","Plover","WI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:08","0:46:33","1:10:23","1:34:52","1:40:09","2:00:06","2:25:45","2:51:52","3:16:27","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:55","3:27:15","11369","2778","1995",""
"10212","Norman, Jillian","45","F","Mansfield","TX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:52","0:45:19","1:07:53","1:30:55","1:35:55","1:55:47","2:21:18","2:48:28","3:16:20","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:55","3:27:31","11449","2825","228",""
"18806","Nguyen, Tara","48","F","York","ON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAN"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:18","0:48:06","1:12:46","1:37:06","1:42:31","2:01:42","2:26:37","2:51:54","3:16:46","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:55","3:27:37","11478","2842","232",""
"13451","Nordland, Karie","35","F","Lakewood","CO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:05","0:48:05","1:12:10","1:36:40","1:41:59","2:01:12","2:26:34","2:52:00","3:17:06","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:56","3:27:49","11550","2884","2067",""
"16049","Nevarez, Meghan","27","F","Norwalk","CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:55","0:46:17","1:10:34","1:36:10","1:41:22","2:00:41","2:26:22","2:51:54","3:16:59","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:57","3:28:24","11751","2985","2127",""
"19277","Nimon, Dianne","57","F","Amherst","OH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:25:26","0:50:03","1:14:11","1:38:17","1:43:30","2:02:33","2:27:07","2:52:48","3:17:55","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:58","3:28:50","11895","3064","35",""
"15430","Nenadov, Jessica","41","F","Signal Mountain","TN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:03","0:47:54","1:11:52","1:36:31","1:41:53","2:01:23","2:26:35","2:52:35","3:18:20","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:58","3:28:54","11916","3075","505",""
"16168","Navarro, Tanya","53","F","Seven Valleys","PA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:52","0:49:27","1:14:25","1:39:34","1:45:00","2:04:32","2:29:50","2:54:58","3:18:48","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:59","3:29:19","12038","3147","90",""
"12055","Nicolas, Gomez","49","F","Murcia","ESP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:25","0:49:02","1:13:37","1:38:27","1:43:49","2:03:25","2:28:59","2:54:15","3:18:39","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:59","3:29:22","12057","3159","278",""
"17200","Nagdimunova, Dina","36","F","Woburn","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:45","0:49:11","1:13:52","1:38:51","1:44:08","2:03:08","2:28:08","2:53:28","3:18:38","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:08:00","3:29:43","12158","3211","2245",""
"16745","Ning, Ying","50","F","Bellevue","WA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:25:29","0:49:49","1:14:01","1:38:05","1:43:18","2:02:06","2:27:15","2:52:46","3:17:54","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:08:00","3:29:43","12160","3213","95",""
