"tr_header","tr_header 2","tr_header 3","tr_header 4","tr_header 5","tr_header 6","table_infogrid","table_infogrid 2","table_infogrid 3","table_infogrid 4","table_infogrid 5","table_infogrid 6","table_infogrid 7","table_infogrid 8","table_infogrid 9","table_infogrid 10","table_infogrid 11","table_infogrid 12","table_infogrid 13","table_infogrid 14","table_infogrid 15","table_infogrid 16","table_infogrid 17","table_infogrid 18","table_infogrid_title","table_infogrid 19","table_infogrid 20","table_infogrid 21","table_infogrid 22","table_infogrid 23","table_infogrid 24","table_infogrid 25","table_infogrid 26","table_infogrid 27","table_infogrid 28","table_infogrid 29","tr_header 7"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:17","0:43:58","1:05:38","1:28:35","1:33:36","1:52:16","2:16:51","2:43:15","3:08:36","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:38","3:20:00","7743","1323","1001",""
"9060","Timms, Abigail","27","F","Whitley Bay","GBR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:40","0:44:58","1:07:32","1:30:50","1:35:59","1:54:20","2:18:47","2:44:30","3:10:01","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:40","3:20:48","7965","1420","1068",""
"14007","Taylor, Katharin","32","F","Boston","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:17","0:48:26","1:12:04","1:35:44","1:40:50","1:58:30","2:22:13","2:46:29","3:10:34","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:41","3:21:04","8040","1448","1087",""
"14834","Torres Guerrero, Miriam","33","F","Zapopan","MEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:37","0:48:20","1:11:38","1:35:09","1:40:18","1:58:27","2:22:40","2:47:13","3:11:00","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:41","3:21:12","8069","1462","1097",""
"11522","Tao, Ying","37","F","Maynard","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:51","0:47:27","1:10:48","1:34:16","1:39:21","1:57:49","2:21:56","2:46:42","3:11:03","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:42","3:21:43","8206","1510","1133",""
"13934","Tsang, Michelle","39","F","Jersey City","NJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:46","0:47:26","1:10:55","1:34:40","1:39:39","1:58:16","2:22:38","2:47:04","3:11:09","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:44","3:22:28","8389","1587","1187",""
"16323","Totosy De Zepetnek, Julia","37","F","Regina","SK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAN"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:34","0:47:20","1:11:12","1:35:22","1:40:31","1:58:51","2:23:03","2:47:39","3:12:08","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:44","3:22:36","8426","1602","1198",""
"13868","Tiwari, Stephanie","40","F","Greenville","SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:22","0:46:32","1:09:28","1:32:30","1:37:32","1:55:40","2:20:05","2:46:55","3:11:49","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:44","3:22:39","8444","1609","241",""
"10546","Timmerman, Amanda","27","F","Chicago","IL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:22:45","0:45:06","1:07:29","1:30:22","1:35:16","1:53:33","2:18:19","2:44:18","3:10:48","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:44","3:22:42","8464","1619","1210",""
"12439","Travis, Tara","25","F","Clifton Park","NY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:11","0:48:20","1:12:18","1:36:04","1:41:10","1:59:35","2:23:42","2:48:09","3:12:30","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:45","3:23:09","8577","1664","1239",""
"12932","Tillinghast, Erica","39","F","Kenmore","WA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:54","0:47:27","1:10:57","1:34:22","1:39:27","1:57:47","2:22:10","2:47:18","3:12:27","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:47","3:23:39","8700","1729","1288",""
"13154","Tobin, Mary","30","F","Chicago","IL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:15","0:48:27","1:12:33","1:36:57","1:42:17","2:01:03","2:25:43","2:50:10","3:13:18","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:47","3:23:40","8704","1731","1289",""
"17445","Throop, Alanah","30","F","Toronto","ON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAN"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:14","0:46:40","1:10:22","1:34:18","1:39:30","1:58:18","2:23:04","2:48:10","3:13:08","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:47","3:23:56","8784","1772","1318",""
"11574","Treleven, Angela","41","F","Tacoma","WA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:53","0:47:48","1:11:57","1:36:26","1:41:46","2:00:41","2:25:32","2:50:14","3:14:00","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:47","3:24:02","8820","1783","268",""
"12728","Tonnu, Xuanhuong","46","F","Folsom","CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:52","0:49:08","1:13:17","1:37:33","1:42:47","2:01:42","2:26:21","2:50:50","3:14:43","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:50","3:25:11","9107","1903","145",""
"17292","Tristant, Amelie","26","F","Rochester","MN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:39","0:48:13","1:12:06","1:36:22","1:41:42","2:00:41","2:25:51","2:50:36","3:14:52","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:51","3:25:35","9200","1943","1435",""
"16662","Trait, Natalie","41","F","Landenberg","PA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:34","0:47:03","1:10:41","1:34:38","1:39:52","1:58:45","2:23:40","2:49:19","3:14:54","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:51","3:25:44","9253","1966","301",""
"11815","Turley, Lindsay","43","F","Brooklyn","NY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:34","0:47:04","1:10:44","1:34:58","1:40:11","1:59:08","2:24:02","2:49:56","3:15:24","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:53","3:26:29","9469","2075","313",""
"11589","Tripodi, Serena","22","F","New York","NY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:10","-","1:08:11","1:31:20","1:36:19","1:54:43","2:20:21","2:47:37","3:15:26","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:53","3:26:39","9516","2099","1537",""
"16209","Tsang, Sarah","30","F","Squamish","BC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAN"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:19","0:48:46","1:13:29","1:38:35","1:44:02","2:03:32","2:28:48","2:53:45","3:16:58","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:54","3:26:53","9581","2132","1557",""
"18680","Taylor, Tatjana","44","F","North York","ON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAN"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:18","0:48:01","1:11:58","1:36:05","1:41:22","2:00:21","2:25:30","2:50:59","3:16:10","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:55","3:27:13","9676","2176","329",""
"19070","Textor, Theodora","40","F","Brookline","MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:28","0:48:24","1:12:25","1:36:38","1:41:59","2:01:07","2:26:19","2:52:08","3:17:01","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:55","3:27:19","9700","2188","333",""
"13579","Thiessen, Margaret","26","F","New Philadelphia","OH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:42","0:47:06","1:10:38","1:34:18","1:39:30","1:58:08","2:23:15","2:49:44","3:16:18","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:56","3:27:55","9863","2267","1657",""
"16584","Truxillo, Adrienne","41","F","New Orleans","LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:47","0:47:51","1:12:17","1:36:58","1:42:18","2:01:31","2:26:36","2:52:30","3:17:42","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:57","3:28:25","10015","2343","357",""
"16299","Temmins, Caroline","48","F","Campbell","CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:34","0:48:49","1:13:06","1:37:44","1:43:04","2:02:14","2:27:34","2:53:18","3:17:59","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:58","3:28:50","10149","2413","195",""
"18003","Taylor, Aimee","40","F","Mandeville","LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:31","0:49:01","1:13:40","1:38:20","1:43:43","2:03:03","2:28:17","2:53:44","3:18:16","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:59","3:28:53","10165","2422","381",""
"10967","Tosh, Katie","37","F","Chicago","IL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:35","0:49:12","1:13:49","1:38:44","1:44:09","2:03:43","2:28:47","2:53:58","3:18:44","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:59","3:29:09","10239","2460","1771",""
"19462","Traller, Vicki","50","F","Portland","OR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:25:25","0:49:55","1:14:07","1:38:09","1:43:25","2:02:32","2:27:42","2:53:12","3:18:03","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:59","3:29:10","10243","2462","60",""
"17674","Thomas, Julia","46","F","Ottawa","ON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAN"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:23:26","0:47:16","1:11:07","1:35:18","1:40:27","1:59:33","2:25:45","2:52:43","3:18:33","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:07:59","3:29:18","10283","2481","204",""
"19152","Theobald, Jillian","42","F","Franklin","WI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
"","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:24:22","0:48:53","1:13:03","1:37:23","1:42:41","2:01:51","2:27:05","2:52:40","3:18:04","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:08:00","3:29:25","10321","2501","396",""
"16187","Trimble, Jennifer","31","F","Youngstown","OH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","USA"
